"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - IBA|DK2","Generation / - Imbalance price [Currency/MWh] - IBA|DK2","Price for consumption [Currency/MWh] - IBA|DK2","Currency","Status","Total Imbalance [MWh] - IBA|DK2","Difference","Situation","Status"
"19.08.2023 05:00 - 19.08.2023 06:00","n/e","n/e","n/e","n/e","n/e","69","","Surplus","Final"
"19.08.2023 06:00 - 19.08.2023 07:00","n/e","n/e","n/e","n/e","n/e","28","","Deficit","Final"
"19.08.2023 07:00 - 19.08.2023 08:00","n/e","n/e","n/e","n/e","n/e","9","","Surplus","Final"
"19.08.2023 08:00 - 19.08.2023 09:00","n/e","n/e","n/e","n/e","n/e","117","","Deficit","Final"
"19.08.2023 09:00 - 19.08.2023 10:00","n/e","n/e","n/e","n/e","n/e","8","","Deficit","Final"
"19.08.2023 10:00 - 19.08.2023 11:00","n/e","n/e","n/e","n/e","n/e","37","","Deficit","Final"
"19.08.2023 11:00 - 19.08.2023 12:00","n/e","n/e","n/e","n/e","n/e","66","","Deficit","Final"
"19.08.2023 12:00 - 19.08.2023 13:00","n/e","n/e","n/e","n/e","n/e","230","","Deficit","Final"
"19.08.2023 13:00 - 19.08.2023 14:00","n/e","n/e","n/e","n/e","n/e","376","","Deficit","Final"
"19.08.2023 14:00 - 19.08.2023 15:00","n/e","n/e","n/e","n/e","n/e","160","","Deficit","Final"
"19.08.2023 15:00 - 19.08.2023 16:00","n/e","n/e","n/e","n/e","n/e","155","","Deficit","Final"
"19.08.2023 16:00 - 19.08.2023 17:00","n/e","n/e","n/e","n/e","n/e","83","","Surplus","Final"
"19.08.2023 17:00 - 19.08.2023 18:00","n/e","n/e","n/e","n/e","n/e","17","","Deficit","Final"
"19.08.2023 18:00 - 19.08.2023 19:00","n/e","n/e","n/e","n/e","n/e","144","","Deficit","Final"
"19.08.2023 19:00 - 19.08.2023 20:00","n/e","n/e","n/e","n/e","n/e","271","","Deficit","Final"
"19.08.2023 20:00 - 19.08.2023 21:00","n/e","n/e","n/e","n/e","n/e","403","","Deficit","Final"
"19.08.2023 21:00 - 19.08.2023 22:00","n/e","n/e","n/e","n/e","n/e","178","","Deficit","Final"
"19.08.2023 22:00 - 19.08.2023 23:00","n/e","n/e","n/e","n/e","n/e","11","","Deficit","Final"
"19.08.2023 23:00 - 20.08.2023 00:00","n/e","n/e","n/e","n/e","n/e","106","","Deficit","Final"
"20.08.2023 00:00 - 20.08.2023 01:00","n/e","n/e","n/e","n/e","n/e","55","","Surplus","Final"
"20.08.2023 01:00 - 20.08.2023 02:00","n/e","n/e","n/e","n/e","n/e","205","","Deficit","Final"
"20.08.2023 02:00 - 20.08.2023 03:00","n/e","n/e","n/e","n/e","n/e","208","","Deficit","Final"
"20.08.2023 03:00 - 20.08.2023 04:00","n/e","n/e","n/e","n/e","n/e","113","","Deficit","Final"
"20.08.2023 04:00 - 20.08.2023 05:00","n/e","n/e","n/e","n/e","n/e","132","","Deficit","Final"
"20.08.2023 05:00 - 20.08.2023 06:00","n/e","n/e","n/e","n/e","n/e","41","","Deficit","Final"
"20.08.2023 06:00 - 20.08.2023 07:00","n/e","n/e","n/e","n/e","n/e","80","","Deficit","Final"
"20.08.2023 07:00 - 20.08.2023 08:00","n/e","n/e","n/e","n/e","n/e","158","","Deficit","Final"
"20.08.2023 08:00 - 20.08.2023 09:00","n/e","n/e","n/e","n/e","n/e","68","","Deficit","Final"
"20.08.2023 09:00 - 20.08.2023 10:00","n/e","n/e","n/e","n/e","n/e","170","","Deficit","Final"
"20.08.2023 10:00 - 20.08.2023 11:00","n/e","n/e","n/e","n/e","n/e","496","","Deficit","Final"
"20.08.2023 11:00 - 20.08.2023 12:00","n/e","n/e","n/e","n/e","n/e","653","","Deficit","Final"
"20.08.2023 12:00 - 20.08.2023 13:00","n/e","n/e","n/e","n/e","n/e","696","","Deficit","Final"
"20.08.2023 13:00 - 20.08.2023 14:00","n/e","n/e","n/e","n/e","n/e","195","","Deficit","Final"
"20.08.2023 14:00 - 20.08.2023 15:00","n/e","n/e","n/e","n/e","n/e","132","","Deficit","Final"
"20.08.2023 15:00 - 20.08.2023 16:00","n/e","n/e","n/e","n/e","n/e","40","","Deficit","Final"
"20.08.2023 16:00 - 20.08.2023 17:00","n/e","n/e","n/e","n/e","n/e","34","","Surplus","Final"
"20.08.2023 17:00 - 20.08.2023 18:00","n/e","n/e","n/e","n/e","n/e","132","","Deficit","Final"
"20.08.2023 18:00 - 20.08.2023 19:00","n/e","n/e","n/e","n/e","n/e","108","","Deficit","Final"
"20.08.2023 19:00 - 20.08.2023 20:00","n/e","n/e","n/e","n/e","n/e","76","","Deficit","Final"
"20.08.2023 20:00 - 20.08.2023 21:00","n/e","n/e","n/e","n/e","n/e","107","","Deficit","Final"
"20.08.2023 21:00 - 20.08.2023 22:00","n/e","n/e","n/e","n/e","n/e","373","","Deficit","Final"
"20.08.2023 22:00 - 20.08.2023 23:00","n/e","n/e","n/e","n/e","n/e","155","","Deficit","Final"
"20.08.2023 23:00 - 21.08.2023 00:00","n/e","n/e","n/e","n/e","n/e","150","","Deficit","Final"
"21.08.2023 00:00 - 21.08.2023 01:00","n/e","n/e","n/e","n/e","n/e","145","","Deficit","Final"
"21.08.2023 01:00 - 21.08.2023 02:00","n/e","n/e","n/e","n/e","n/e","97","","Deficit","Final"
"21.08.2023 02:00 - 21.08.2023 03:00","n/e","n/e","n/e","n/e","n/e","131","","Deficit","Final"
"21.08.2023 03:00 - 21.08.2023 04:00","n/e","n/e","n/e","n/e","n/e","117","","Deficit","Final"
"21.08.2023 04:00 - 21.08.2023 05:00","n/e","n/e","n/e","n/e","n/e","35","","Deficit","Final"
"21.08.2023 05:00 - 21.08.2023 06:00","n/e","n/e","n/e","n/e","n/e","57","","Deficit","Final"
"21.08.2023 06:00 - 21.08.2023 07:00","n/e","n/e","n/e","n/e","n/e","89","","Deficit","Final"
"21.08.2023 07:00 - 21.08.2023 08:00","n/e","n/e","n/e","n/e","n/e","120","","Deficit","Final"
"21.08.2023 08:00 - 21.08.2023 09:00","n/e","n/e","n/e","n/e","n/e","131","","Deficit","Final"
"21.08.2023 09:00 - 21.08.2023 10:00","n/e","n/e","n/e","n/e","n/e","259","","Deficit","Final"
"21.08.2023 10:00 - 21.08.2023 11:00","n/e","n/e","n/e","n/e","n/e","483","","Deficit","Final"
"21.08.2023 11:00 - 21.08.2023 12:00","n/e","n/e","n/e","n/e","n/e","339","","Deficit","Final"
"21.08.2023 12:00 - 21.08.2023 13:00","n/e","n/e","n/e","n/e","n/e","258","","Deficit","Final"
"21.08.2023 13:00 - 21.08.2023 14:00","n/e","n/e","n/e","n/e","n/e","133","","Deficit","Final"
"21.08.2023 14:00 - 21.08.2023 15:00","n/e","n/e","n/e","n/e","n/e","156","","Deficit","Final"
"21.08.2023 15:00 - 21.08.2023 16:00","n/e","n/e","n/e","n/e","n/e","67","","Deficit","Final"
"21.08.2023 16:00 - 21.08.2023 17:00","n/e","n/e","n/e","n/e","n/e","78","","Deficit","Final"
"21.08.2023 17:00 - 21.08.2023 18:00","n/e","n/e","n/e","n/e","n/e","286","","Deficit","Final"
"21.08.2023 18:00 - 21.08.2023 19:00","n/e","n/e","n/e","n/e","n/e","23","","Deficit","Final"
"21.08.2023 19:00 - 21.08.2023 20:00","n/e","n/e","n/e","n/e","n/e","7","","Surplus","Final"
"21.08.2023 20:00 - 21.08.2023 21:00","n/e","n/e","n/e","n/e","n/e","6","","Deficit","Final"
"21.08.2023 21:00 - 21.08.2023 22:00","n/e","n/e","n/e","n/e","n/e","59","","Deficit","Final"
"21.08.2023 22:00 - 21.08.2023 23:00","n/e","n/e","n/e","n/e","n/e","186","","Deficit","Final"
"21.08.2023 23:00 - 22.08.2023 00:00","n/e","n/e","n/e","n/e","n/e","209","","Deficit","Final"
"22.08.2023 00:00 - 22.08.2023 01:00","n/e","n/e","n/e","n/e","n/e","113","","Deficit","Final"
"22.08.2023 01:00 - 22.08.2023 02:00","n/e","n/e","n/e","n/e","n/e","39","","Deficit","Final"
"22.08.2023 02:00 - 22.08.2023 03:00","n/e","n/e","n/e","n/e","n/e","107","","Deficit","Final"
"22.08.2023 03:00 - 22.08.2023 04:00","n/e","n/e","n/e","n/e","n/e","132","","Deficit","Final"
"22.08.2023 04:00 - 22.08.2023 05:00","n/e","n/e","n/e","n/e","n/e","120","","Deficit","Final"
"22.08.2023 05:00 - 22.08.2023 06:00","n/e","n/e","n/e","n/e","n/e","77","","Deficit","Final"
"22.08.2023 06:00 - 22.08.2023 07:00","n/e","n/e","n/e","n/e","n/e","142","","Deficit","Final"
"22.08.2023 07:00 - 22.08.2023 08:00","n/e","n/e","n/e","n/e","n/e","209","","Deficit","Final"
"22.08.2023 08:00 - 22.08.2023 09:00","n/e","n/e","n/e","n/e","n/e","284","","Deficit","Final"
"22.08.2023 09:00 - 22.08.2023 10:00","n/e","n/e","n/e","n/e","n/e","220","","Deficit","Final"
"22.08.2023 10:00 - 22.08.2023 11:00","n/e","n/e","n/e","n/e","n/e","173","","Deficit","Final"
"22.08.2023 11:00 - 22.08.2023 12:00","n/e","n/e","n/e","n/e","n/e","309","","Deficit","Final"
"22.08.2023 12:00 - 22.08.2023 13:00","n/e","n/e","n/e","n/e","n/e","193","","Deficit","Final"
"22.08.2023 13:00 - 22.08.2023 14:00","n/e","n/e","n/e","n/e","n/e","235","","Deficit","Final"
"22.08.2023 14:00 - 22.08.2023 15:00","n/e","n/e","n/e","n/e","n/e","281","","Deficit","Final"
"22.08.2023 15:00 - 22.08.2023 16:00","n/e","n/e","n/e","n/e","n/e","40","","Deficit","Final"
"22.08.2023 16:00 - 22.08.2023 17:00","n/e","n/e","n/e","n/e","n/e","134","","Deficit","Final"
"22.08.2023 17:00 - 22.08.2023 18:00","n/e","n/e","n/e","n/e","n/e","176","","Deficit","Final"
"22.08.2023 18:00 - 22.08.2023 19:00","n/e","n/e","n/e","n/e","n/e","6","","Deficit","Final"
"22.08.2023 19:00 - 22.08.2023 20:00","n/e","n/e","n/e","n/e","n/e","22","","Deficit","Final"
"22.08.2023 20:00 - 22.08.2023 21:00","n/e","n/e","n/e","n/e","n/e","78","","Deficit","Final"
"22.08.2023 21:00 - 22.08.2023 22:00","n/e","n/e","n/e","n/e","n/e","100","","Deficit","Final"
"22.08.2023 22:00 - 22.08.2023 23:00","n/e","n/e","n/e","n/e","n/e","158","","Deficit","Final"
"22.08.2023 23:00 - 23.08.2023 00:00","n/e","n/e","n/e","n/e","n/e","51","","Deficit","Final"
"23.08.2023 00:00 - 23.08.2023 01:00","n/e","n/e","n/e","n/e","n/e","61","","Deficit","Final"
"23.08.2023 01:00 - 23.08.2023 02:00","n/e","n/e","n/e","n/e","n/e","12","","Deficit","Final"
"23.08.2023 02:00 - 23.08.2023 03:00","n/e","n/e","n/e","n/e","n/e","70","","Deficit","Final"
"23.08.2023 03:00 - 23.08.2023 04:00","n/e","n/e","n/e","n/e","n/e","97","","Deficit","Final"
"23.08.2023 04:00 - 23.08.2023 05:00","n/e","n/e","n/e","n/e","n/e","85","","Deficit","Final"
"23.08.2023 05:00 - 23.08.2023 06:00","n/e","n/e","n/e","n/e","n/e","3","","Deficit","Final"
"23.08.2023 06:00 - 23.08.2023 07:00","n/e","n/e","n/e","n/e","n/e","30","","Deficit","Final"
"23.08.2023 07:00 - 23.08.2023 08:00","n/e","n/e","n/e","n/e","n/e","74","","Deficit","Final"
"23.08.2023 08:00 - 23.08.2023 09:00","n/e","n/e","n/e","n/e","n/e","59","","Deficit","Final"
"23.08.2023 09:00 - 23.08.2023 10:00","n/e","n/e","n/e","n/e","n/e","98","","Deficit","Final"
"23.08.2023 10:00 - 23.08.2023 11:00","n/e","n/e","n/e","n/e","n/e","95","","Deficit","Final"
"23.08.2023 11:00 - 23.08.2023 12:00","n/e","n/e","n/e","n/e","n/e","121","","Deficit","Final"
"23.08.2023 12:00 - 23.08.2023 13:00","n/e","n/e","n/e","n/e","n/e","121","","Deficit","Final"
"23.08.2023 13:00 - 23.08.2023 14:00","n/e","n/e","n/e","n/e","n/e","27","","Deficit","Final"
"23.08.2023 14:00 - 23.08.2023 15:00","n/e","n/e","n/e","n/e","n/e","13","","Surplus","Final"
"23.08.2023 15:00 - 23.08.2023 16:00","n/e","n/e","n/e","n/e","n/e","48","","Surplus","Final"
"23.08.2023 16:00 - 23.08.2023 17:00","n/e","n/e","n/e","n/e","n/e","99","","Deficit","Final"
"23.08.2023 17:00 - 23.08.2023 18:00","n/e","n/e","n/e","n/e","n/e","502","","Deficit","Final"
"23.08.2023 18:00 - 23.08.2023 19:00","n/e","n/e","n/e","n/e","n/e","347","","Deficit","Final"
"23.08.2023 19:00 - 23.08.2023 20:00","n/e","n/e","n/e","n/e","n/e","302","","Deficit","Final"
"23.08.2023 20:00 - 23.08.2023 21:00","n/e","n/e","n/e","n/e","n/e","477","","Deficit","Final"
"23.08.2023 21:00 - 23.08.2023 22:00","n/e","n/e","n/e","n/e","n/e","546","","Deficit","Final"
"23.08.2023 22:00 - 23.08.2023 23:00","n/e","n/e","n/e","n/e","n/e","287","","Deficit","Final"
"23.08.2023 23:00 - 24.08.2023 00:00","n/e","n/e","n/e","n/e","n/e","110","","Deficit","Final"
"24.08.2023 00:00 - 24.08.2023 01:00","n/e","n/e","n/e","n/e","n/e","19","","Deficit","Final"
"24.08.2023 01:00 - 24.08.2023 02:00","n/e","n/e","n/e","n/e","n/e","271","","Deficit","Final"
"24.08.2023 02:00 - 24.08.2023 03:00","n/e","n/e","n/e","n/e","n/e","251","","Deficit","Final"
"24.08.2023 03:00 - 24.08.2023 04:00","n/e","n/e","n/e","n/e","n/e","143","","Deficit","Final"
"24.08.2023 04:00 - 24.08.2023 05:00","n/e","n/e","n/e","n/e","n/e","199","","Deficit","Final"
"24.08.2023 05:00 - 24.08.2023 06:00","n/e","n/e","n/e","n/e","n/e","297","","Deficit","Final"
"24.08.2023 06:00 - 24.08.2023 07:00","n/e","n/e","n/e","n/e","n/e","271","","Deficit","Final"
"24.08.2023 07:00 - 24.08.2023 08:00","n/e","n/e","n/e","n/e","n/e","400","","Deficit","Final"
"24.08.2023 08:00 - 24.08.2023 09:00","n/e","n/e","n/e","n/e","n/e","431","","Deficit","Final"
"24.08.2023 09:00 - 24.08.2023 10:00","n/e","n/e","n/e","n/e","n/e","618","","Deficit","Final"
"24.08.2023 10:00 - 24.08.2023 11:00","n/e","n/e","n/e","n/e","n/e","649","","Deficit","Final"
"24.08.2023 11:00 - 24.08.2023 12:00","n/e","n/e","n/e","n/e","n/e","587","","Deficit","Final"
"24.08.2023 12:00 - 24.08.2023 13:00","n/e","n/e","n/e","n/e","n/e","241","","Deficit","Final"
"24.08.2023 13:00 - 24.08.2023 14:00","n/e","n/e","n/e","n/e","n/e","64","","Deficit","Final"
"24.08.2023 14:00 - 24.08.2023 15:00","n/e","n/e","n/e","n/e","n/e","76","","Deficit","Final"
"24.08.2023 15:00 - 24.08.2023 16:00","n/e","n/e","n/e","n/e","n/e","25","","Deficit","Final"
"24.08.2023 16:00 - 24.08.2023 17:00","n/e","n/e","n/e","n/e","n/e","6","","Deficit","Final"
"24.08.2023 17:00 - 24.08.2023 18:00","n/e","n/e","n/e","n/e","n/e","12","","Deficit","Final"
"24.08.2023 18:00 - 24.08.2023 19:00","n/e","n/e","n/e","n/e","n/e","372","","Deficit","Final"
"24.08.2023 19:00 - 24.08.2023 20:00","n/e","n/e","n/e","n/e","n/e","425","","Deficit","Final"
"24.08.2023 20:00 - 24.08.2023 21:00","n/e","n/e","n/e","n/e","n/e","568","","Deficit","Final"
"24.08.2023 21:00 - 24.08.2023 22:00","n/e","n/e","n/e","n/e","n/e","430","","Deficit","Final"
"24.08.2023 22:00 - 24.08.2023 23:00","n/e","n/e","n/e","n/e","n/e","3","","Deficit","Final"
"24.08.2023 23:00 - 25.08.2023 00:00","n/e","n/e","n/e","n/e","n/e","137","","Deficit","Final"
"25.08.2023 00:00 - 25.08.2023 01:00","n/e","n/e","n/e","n/e","n/e","77","","Deficit","Final"
"25.08.2023 01:00 - 25.08.2023 02:00","n/e","n/e","n/e","n/e","n/e","44","","Deficit","Final"
"25.08.2023 02:00 - 25.08.2023 03:00","n/e","n/e","n/e","n/e","n/e","179","","Deficit","Final"
"25.08.2023 03:00 - 25.08.2023 04:00","n/e","n/e","n/e","n/e","n/e","337","","Deficit","Final"
"25.08.2023 04:00 - 25.08.2023 05:00","n/e","n/e","n/e","n/e","n/e","601","","Deficit","Final"
"25.08.2023 05:00 - 25.08.2023 06:00","n/e","n/e","n/e","n/e","n/e","195","","Deficit","Final"
"25.08.2023 06:00 - 25.08.2023 07:00","n/e","n/e","n/e","n/e","n/e","199","","Deficit","Final"
"25.08.2023 07:00 - 25.08.2023 08:00","n/e","n/e","n/e","n/e","n/e","86","","Deficit","Final"
"25.08.2023 08:00 - 25.08.2023 09:00","n/e","n/e","n/e","n/e","n/e","235","","Deficit","Final"
"25.08.2023 09:00 - 25.08.2023 10:00","n/e","n/e","n/e","n/e","n/e","321","","Deficit","Final"
"25.08.2023 10:00 - 25.08.2023 11:00","n/e","n/e","n/e","n/e","n/e","254","","Deficit","Final"
"25.08.2023 11:00 - 25.08.2023 12:00","n/e","n/e","n/e","n/e","n/e","490","","Deficit","Final"
"25.08.2023 12:00 - 25.08.2023 13:00","n/e","n/e","n/e","n/e","n/e","693","","Deficit","Final"
"25.08.2023 13:00 - 25.08.2023 14:00","n/e","n/e","n/e","n/e","n/e","784","","Deficit","Final"
"25.08.2023 14:00 - 25.08.2023 15:00","n/e","n/e","n/e","n/e","n/e","645","","Deficit","Final"
"25.08.2023 15:00 - 25.08.2023 16:00","n/e","n/e","n/e","n/e","n/e","606","","Deficit","Final"
"25.08.2023 16:00 - 25.08.2023 17:00","n/e","n/e","n/e","n/e","n/e","248","","Deficit","Final"
"25.08.2023 17:00 - 25.08.2023 18:00","n/e","n/e","n/e","n/e","n/e","277","","Deficit","Final"
"25.08.2023 18:00 - 25.08.2023 19:00","n/e","n/e","n/e","n/e","n/e","283","","Deficit","Final"
"25.08.2023 19:00 - 25.08.2023 20:00","n/e","n/e","n/e","n/e","n/e","332","","Deficit","Final"
"25.08.2023 20:00 - 25.08.2023 21:00","n/e","n/e","n/e","n/e","n/e","451","","Deficit","Final"
"25.08.2023 21:00 - 25.08.2023 22:00","n/e","n/e","n/e","n/e","n/e","317","","Deficit","Final"
"25.08.2023 22:00 - 25.08.2023 23:00","n/e","n/e","n/e","n/e","n/e","243","","Deficit","Final"
"25.08.2023 23:00 - 26.08.2023 00:00","n/e","n/e","n/e","n/e","n/e","522","","Deficit","Final"
"26.08.2023 00:00 - 26.08.2023 01:00","n/e","n/e","n/e","n/e","n/e","360","","Deficit","Final"
"26.08.2023 01:00 - 26.08.2023 02:00","n/e","n/e","n/e","n/e","n/e","311","","Deficit","Final"
"26.08.2023 02:00 - 26.08.2023 03:00","n/e","n/e","n/e","n/e","n/e","318","","Deficit","Final"
"26.08.2023 03:00 - 26.08.2023 04:00","n/e","n/e","n/e","n/e","n/e","291","","Deficit","Final"
"26.08.2023 04:00 - 26.08.2023 05:00","n/e","n/e","n/e","n/e","n/e","284","","Deficit","Final"
"26.08.2023 05:00 - 26.08.2023 06:00","n/e","n/e","n/e","n/e","n/e","381","","Deficit","Final"
"26.08.2023 06:00 - 26.08.2023 07:00","n/e","n/e","n/e","n/e","n/e","462","","Deficit","Final"
"26.08.2023 07:00 - 26.08.2023 08:00","n/e","n/e","n/e","n/e","n/e","329","","Deficit","Final"
"26.08.2023 08:00 - 26.08.2023 09:00","n/e","n/e","n/e","n/e","n/e","222","","Deficit","Final"
"26.08.2023 09:00 - 26.08.2023 10:00","n/e","n/e","n/e","n/e","n/e","240","","Deficit","Final"
"26.08.2023 10:00 - 26.08.2023 11:00","n/e","n/e","n/e","n/e","n/e","587","","Deficit","Final"
"26.08.2023 11:00 - 26.08.2023 12:00","n/e","n/e","n/e","n/e","n/e","734","","Deficit","Final"
"26.08.2023 12:00 - 26.08.2023 13:00","n/e","n/e","n/e","n/e","n/e","500","","Deficit","Final"
"26.08.2023 13:00 - 26.08.2023 14:00","n/e","n/e","n/e","n/e","n/e","61","","Deficit","Final"
"26.08.2023 14:00 - 26.08.2023 15:00","n/e","n/e","n/e","n/e","n/e","140","","Deficit","Final"
"26.08.2023 15:00 - 26.08.2023 16:00","n/e","n/e","n/e","n/e","n/e","133","","Deficit","Final"
"26.08.2023 16:00 - 26.08.2023 17:00","n/e","n/e","n/e","n/e","n/e","78","","Deficit","Final"
"26.08.2023 17:00 - 26.08.2023 18:00","n/e","n/e","n/e","n/e","n/e","243","","Deficit","Final"
"26.08.2023 18:00 - 26.08.2023 19:00","n/e","n/e","n/e","n/e","n/e","392","","Deficit","Final"
"26.08.2023 19:00 - 26.08.2023 20:00","n/e","n/e","n/e","n/e","n/e","327","","Deficit","Final"
"26.08.2023 20:00 - 26.08.2023 21:00","n/e","n/e","n/e","n/e","n/e","163","","Deficit","Final"
"26.08.2023 21:00 - 26.08.2023 22:00","n/e","n/e","n/e","n/e","n/e","182","","Deficit","Final"
"26.08.2023 22:00 - 26.08.2023 23:00","n/e","n/e","n/e","n/e","n/e","302","","Deficit","Final"
"26.08.2023 23:00 - 27.08.2023 00:00","n/e","n/e","n/e","n/e","n/e","132","","Deficit","Final"
"27.08.2023 00:00 - 27.08.2023 01:00","n/e","n/e","n/e","n/e","n/e","6","","Deficit","Final"
"27.08.2023 01:00 - 27.08.2023 02:00","n/e","n/e","n/e","n/e","n/e","47","","Deficit","Final"
"27.08.2023 02:00 - 27.08.2023 03:00","n/e","n/e","n/e","n/e","n/e","60","","Deficit","Final"
"27.08.2023 03:00 - 27.08.2023 04:00","n/e","n/e","n/e","n/e","n/e","77","","Deficit","Final"
"27.08.2023 04:00 - 27.08.2023 05:00","n/e","n/e","n/e","n/e","n/e","84","","Deficit","Final"
"27.08.2023 05:00 - 27.08.2023 06:00","n/e","n/e","n/e","n/e","n/e","107","","Deficit","Final"
"27.08.2023 06:00 - 27.08.2023 07:00","n/e","n/e","n/e","n/e","n/e","90","","Deficit","Final"
"27.08.2023 07:00 - 27.08.2023 08:00","n/e","n/e","n/e","n/e","n/e","65","","Deficit","Final"
"27.08.2023 08:00 - 27.08.2023 09:00","n/e","n/e","n/e","n/e","n/e","63","","Deficit","Final"
"27.08.2023 09:00 - 27.08.2023 10:00","n/e","n/e","n/e","n/e","n/e","25","","Deficit","Final"
"27.08.2023 10:00 - 27.08.2023 11:00","n/e","n/e","n/e","n/e","n/e","238","","Deficit","Final"
"27.08.2023 11:00 - 27.08.2023 12:00","n/e","n/e","n/e","n/e","n/e","217","","Deficit","Final"
"27.08.2023 12:00 - 27.08.2023 13:00","n/e","n/e","n/e","n/e","n/e","58","","Deficit","Final"
"27.08.2023 13:00 - 27.08.2023 14:00","n/e","n/e","n/e","n/e","n/e","47","","Surplus","Final"
"27.08.2023 14:00 - 27.08.2023 15:00","n/e","n/e","n/e","n/e","n/e","8","","Deficit","Final"
"27.08.2023 15:00 - 27.08.2023 16:00","n/e","n/e","n/e","n/e","n/e","108","","Deficit","Final"
"27.08.2023 16:00 - 27.08.2023 17:00","n/e","n/e","n/e","n/e","n/e","121","","Deficit","Final"
"27.08.2023 17:00 - 27.08.2023 18:00","n/e","n/e","n/e","n/e","n/e","252","","Deficit","Final"
"27.08.2023 18:00 - 27.08.2023 19:00","n/e","n/e","n/e","n/e","n/e","309","","Deficit","Final"
"27.08.2023 19:00 - 27.08.2023 20:00","n/e","n/e","n/e","n/e","n/e","603","","Deficit","Final"
"27.08.2023 20:00 - 27.08.2023 21:00","n/e","n/e","n/e","n/e","n/e","522","","Deficit","Final"
"27.08.2023 21:00 - 27.08.2023 22:00","n/e","n/e","n/e","n/e","n/e","345","","Deficit","Final"
"27.08.2023 22:00 - 27.08.2023 23:00","n/e","n/e","n/e","n/e","n/e","326","","Deficit","Final"
"27.08.2023 23:00 - 28.08.2023 00:00","n/e","n/e","n/e","n/e","n/e","290","","Deficit","Final"
"28.08.2023 00:00 - 28.08.2023 01:00","n/e","n/e","n/e","n/e","n/e","305","","Deficit","Final"
"28.08.2023 01:00 - 28.08.2023 02:00","n/e","n/e","n/e","n/e","n/e","171","","Deficit","Final"
"28.08.2023 02:00 - 28.08.2023 03:00","n/e","n/e","n/e","n/e","n/e","108","","Deficit","Final"
"28.08.2023 03:00 - 28.08.2023 04:00","n/e","n/e","n/e","n/e","n/e","194","","Deficit","Final"
"28.08.2023 04:00 - 28.08.2023 05:00","n/e","n/e","n/e","n/e","n/e","334","","Deficit","Final"
"28.08.2023 05:00 - 28.08.2023 06:00","n/e","n/e","n/e","n/e","n/e","149","","Deficit","Final"
"28.08.2023 06:00 - 28.08.2023 07:00","n/e","n/e","n/e","n/e","n/e","27","","Surplus","Final"
"28.08.2023 07:00 - 28.08.2023 08:00","n/e","n/e","n/e","n/e","n/e","111","","Deficit","Final"
"28.08.2023 08:00 - 28.08.2023 09:00","n/e","n/e","n/e","n/e","n/e","195","","Deficit","Final"
"28.08.2023 09:00 - 28.08.2023 10:00","n/e","n/e","n/e","n/e","n/e","209","","Deficit","Final"
"28.08.2023 10:00 - 28.08.2023 11:00","n/e","n/e","n/e","n/e","n/e","206","","Deficit","Final"
"28.08.2023 11:00 - 28.08.2023 12:00","n/e","n/e","n/e","n/e","n/e","292","","Deficit","Final"
"28.08.2023 12:00 - 28.08.2023 13:00","n/e","n/e","n/e","n/e","n/e","294","","Deficit","Final"
"28.08.2023 13:00 - 28.08.2023 14:00","n/e","n/e","n/e","n/e","n/e","362","","Deficit","Final"
"28.08.2023 14:00 - 28.08.2023 15:00","n/e","n/e","n/e","n/e","n/e","236","","Deficit","Final"
"28.08.2023 15:00 - 28.08.2023 16:00","n/e","n/e","n/e","n/e","n/e","184","","Deficit","Final"
"28.08.2023 16:00 - 28.08.2023 17:00","n/e","n/e","n/e","n/e","n/e","101","","Deficit","Final"
"28.08.2023 17:00 - 28.08.2023 18:00","n/e","n/e","n/e","n/e","n/e","164","","Deficit","Final"
"28.08.2023 18:00 - 28.08.2023 19:00","n/e","n/e","n/e","n/e","n/e","298","","Deficit","Final"
"28.08.2023 19:00 - 28.08.2023 20:00","n/e","n/e","n/e","n/e","n/e","342","","Deficit","Final"
"28.08.2023 20:00 - 28.08.2023 21:00","n/e","n/e","n/e","n/e","n/e","381","","Deficit","Final"
"28.08.2023 21:00 - 28.08.2023 22:00","n/e","n/e","n/e","n/e","n/e","216","","Deficit","Final"
